,min,max
mean_intensity,23.911875,249.28609375
std_intensity,1.4530913974609443,78.14569178421542
rg_ratio,0.3339424431324005,1.3719242811203003
bg_ratio,0.4802965819835663,1.7453546524047852
edge_density,0.0,0.36890625
h_edge_ratio,0.23251571485890063,0.7670631569404883
texture_contrast,1.7457771240234377,2441.7805614990234
